remark,"CSV-Import-Export"
remark,"Date = Thu Mar 21 13:57:12 2019"
remark,"Version = RSLogix 5000 v30.01"
remark,"Owner = Windows User"
remark,"Company = Brock Solutions"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
ALIAS,,MCP_02_RK1_S0:6:I,"","","MCP_02_RK1_S0:I.Slot[6]","(ExternalAccess := Read/Write)"
TAG,,MCP_02_RK1_S0:7:C,"","AB:1756_DI:C:1","","(ExternalAccess := Read/Write)"
ALIAS,,MCP_02_RK1_S0:7:I,"","","MCP_02_RK1_S0:I.Slot[7]","(ExternalAccess := Read/Write)"
TAG,,MCP_02_RK1_S0:8:C,"","AB:1756_DI:C:1","","(ExternalAccess := Read/Write)"
ALIAS,,MCP_02_RK1_S0:8:I,"","","MCP_02_RK1_S0:I.Slot[8]","(ExternalAccess := Read/Write)"
TAG,,MCP_02_RK1_S0:I,"","AB:1756_CNB_17SLOT:I:0","","(ExternalAccess := Read/Write)"
TAG,,MCP_02_RK1_S0:O,"","AB:1756_CNB_17SLOT:O:0","","(ExternalAccess := Read/Write)"
TAG,,AM_DELAY_TIMER,"","TIMER","","(Constant := false, ExternalAccess := Read Only)"
ALIAS,,AM_I_HSD_HSD_XO1_EXT,"","","AM_Adapter:I.Data[8].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_HSD_HSD_XO1_HOME,"","","AM_Adapter:I.Data[8].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_HSD_HSD_XO2_EXT,"","","AM_Adapter:I.Data[8].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_HSD_HSD_XO2_HOME,"","","AM_Adapter:I.Data[8].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_06,"","","AM_Adapter:I.Data[5].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_06_OH,"","","AM_Adapter:I.Data[5].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_07,"","","AM_Adapter:I.Data[5].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_08,"","","AM_Adapter:I.Data[5].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_09,"","","AM_Adapter:I.Data[5].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_10,"","","AM_Adapter:I.Data[5].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_11,"","","AM_Adapter:I.Data[5].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_12,"","","AM_Adapter:I.Data[5].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_13,"","","AM_Adapter:I.Data[5].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_14,"","","AM_Adapter:I.Data[5].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_14_A,"","","AM_Adapter:I.Data[5].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_15,"","","AM_Adapter:I.Data[6].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_16,"","","AM_Adapter:I.Data[6].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_17,"","","AM_Adapter:I.Data[6].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_18,"","","AM_Adapter:I.Data[6].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_19,"","","AM_Adapter:I.Data[6].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_19_OH,"","","AM_Adapter:I.Data[6].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_20,"","","AM_Adapter:I.Data[6].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_21,"","","AM_Adapter:I.Data[6].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_22,"","","AM_Adapter:I.Data[6].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_23,"","","AM_Adapter:I.Data[6].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_23_A,"","","AM_Adapter:I.Data[6].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_23_B,"","","AM_Adapter:I.Data[7].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_23_B1,"","","AM_Adapter:I.Data[7].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_24,"","","AM_Adapter:I.Data[6].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_25,"","","AM_Adapter:I.Data[6].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_26,"","","AM_Adapter:I.Data[6].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_27,"","","AM_Adapter:I.Data[6].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_27_A,"","","AM_Adapter:I.Data[6].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_28,"","","AM_Adapter:I.Data[7].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_28_A,"","","AM_Adapter:I.Data[7].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_29,"","","AM_Adapter:I.Data[7].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_29_A,"","","AM_Adapter:I.Data[7].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_30,"","","AM_Adapter:I.Data[7].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_30_A,"","","AM_Adapter:I.Data[7].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_30_OH,"","","AM_Adapter:I.Data[7].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_34,"","","AM_Adapter:I.Data[7].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_35,"","","AM_Adapter:I.Data[7].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_36,"","","AM_Adapter:I.Data[7].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_37,"","","AM_Adapter:I.Data[7].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_BM1_38,"","","AM_Adapter:I.Data[7].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_C2T_12,"","","AM_Adapter:I.Data[0].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_C2T_13,"","","AM_Adapter:I.Data[1].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_C2T_14,"","","AM_Adapter:I.Data[1].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_C2T_15,"","","AM_Adapter:I.Data[1].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_C2T_16,"","","AM_Adapter:I.Data[1].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_C2T_17,"","","AM_Adapter:I.Data[1].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_01,"","","AM_Adapter:I.Data[3].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_02,"","","AM_Adapter:I.Data[3].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_03,"","","AM_Adapter:I.Data[3].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_04,"","","AM_Adapter:I.Data[3].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_05,"","","AM_Adapter:I.Data[3].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_06,"","","AM_Adapter:I.Data[3].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_07,"","","AM_Adapter:I.Data[3].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_08,"","","AM_Adapter:I.Data[3].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_09,"","","AM_Adapter:I.Data[3].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_10,"","","AM_Adapter:I.Data[3].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_11,"","","AM_Adapter:I.Data[3].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_12,"","","AM_Adapter:I.Data[3].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_13,"","","AM_Adapter:I.Data[3].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_14,"","","AM_Adapter:I.Data[4].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_15,"","","AM_Adapter:I.Data[4].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_16,"","","AM_Adapter:I.Data[4].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_17,"","","AM_Adapter:I.Data[4].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_18,"","","AM_Adapter:I.Data[4].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_19,"","","AM_Adapter:I.Data[4].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_20,"","","AM_Adapter:I.Data[4].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_21,"","","AM_Adapter:I.Data[4].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_23,"","","AM_Adapter:I.Data[4].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_24,"","","AM_Adapter:I.Data[4].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL1T_26,"","","AM_Adapter:I.Data[4].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_01,"","","AM_Adapter:I.Data[1].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_02,"","","AM_Adapter:I.Data[1].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_03,"","","AM_Adapter:I.Data[1].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_04,"","","AM_Adapter:I.Data[1].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_05,"","","AM_Adapter:I.Data[1].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_06,"","","AM_Adapter:I.Data[1].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_07,"","","AM_Adapter:I.Data[1].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_08,"","","AM_Adapter:I.Data[1].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL2T_09,"","","AM_Adapter:I.Data[1].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL3T_01,"","","AM_Adapter:I.Data[1].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL3T_02,"","","AM_Adapter:I.Data[1].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL3T_03,"","","AM_Adapter:I.Data[2].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL3T_04,"","","AM_Adapter:I.Data[2].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL3T_05,"","","AM_Adapter:I.Data[2].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL3T_06,"","","AM_Adapter:I.Data[2].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL3T_07,"","","AM_Adapter:I.Data[2].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_CL3T_08,"","","AM_Adapter:I.Data[2].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_HX1T_06,"","","AM_Adapter:I.Data[4].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_HX1T_07,"","","AM_Adapter:I.Data[4].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_HX1T_08,"","","AM_Adapter:I.Data[4].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_HX1T_09,"","","AM_Adapter:I.Data[4].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_HX1T_10,"","","AM_Adapter:I.Data[4].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_HX1T_10A,"","","AM_Adapter:I.Data[5].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_04,"","","AM_Adapter:I.Data[0].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_05,"","","AM_Adapter:I.Data[0].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_06,"","","AM_Adapter:I.Data[0].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_07,"","","AM_Adapter:I.Data[0].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_08,"","","AM_Adapter:I.Data[0].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_09,"","","AM_Adapter:I.Data[0].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_10,"","","AM_Adapter:I.Data[0].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_11,"","","AM_Adapter:I.Data[0].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_12,"","","AM_Adapter:I.Data[0].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_13,"","","AM_Adapter:I.Data[0].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_14,"","","AM_Adapter:I.Data[0].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_15,"","","AM_Adapter:I.Data[0].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_16,"","","AM_Adapter:I.Data[0].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_17,"","","AM_Adapter:I.Data[0].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O2T_18,"","","AM_Adapter:I.Data[0].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_05,"","","AM_Adapter:I.Data[2].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_06,"","","AM_Adapter:I.Data[2].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_07,"","","AM_Adapter:I.Data[2].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_08,"","","AM_Adapter:I.Data[2].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_09,"","","AM_Adapter:I.Data[2].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_10,"","","AM_Adapter:I.Data[2].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_10_A,"","","AM_Adapter:I.Data[2].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_11,"","","AM_Adapter:I.Data[3].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_12,"","","AM_Adapter:I.Data[3].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_O4T_13,"","","AM_Adapter:I.Data[3].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_T5T_08,"","","AM_Adapter:I.Data[7].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_T5T_09,"","","AM_Adapter:I.Data[7].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_XO1_01,"","","AM_Adapter:I.Data[2].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_XO1_01_A,"","","AM_Adapter:I.Data[7].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_XO1_02,"","","AM_Adapter:I.Data[2].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_XO1_03,"","","AM_Adapter:I.Data[2].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_XO2_01,"","","AM_Adapter:I.Data[5].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_XO2_02,"","","AM_Adapter:I.Data[5].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_XO2_03,"","","AM_Adapter:I.Data[5].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_XO2_04,"","","AM_Adapter:I.Data[5].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_zPARE1_02,"","","AM_Adapter:I.Data[8].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_zPARE1_03,"","","AM_Adapter:I.Data[8].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_zPARE1_04,"","","AM_Adapter:I.Data[8].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_zPARE1_05,"","","AM_Adapter:I.Data[8].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_I_PE_zPARE1_06,"","","AM_Adapter:I.Data[8].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_MODEL1_RUNNING,"Mapped to the GUI$'s $'Other Config$' sheet. Can use to reset faults when model initializes, or toggle in GUI while model running without needing to restart the model","","AM_Adapter:I.Data[18].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_01,"","","AM_Adapter:O.Data[6].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_02,"","","AM_Adapter:O.Data[6].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_03,"","","AM_Adapter:O.Data[6].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_04,"","","AM_Adapter:O.Data[6].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_05,"","","AM_Adapter:O.Data[6].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_06,"","","AM_Adapter:O.Data[6].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_07,"","","AM_Adapter:O.Data[6].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_08,"","","AM_Adapter:O.Data[7].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_09,"","","AM_Adapter:O.Data[7].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_10,"","","AM_Adapter:O.Data[7].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_11,"","","AM_Adapter:O.Data[7].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_12,"","","AM_Adapter:O.Data[7].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_13,"","","AM_Adapter:O.Data[7].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_14,"","","AM_Adapter:O.Data[1].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_15,"","","AM_Adapter:O.Data[1].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_16,"","","AM_Adapter:O.Data[1].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_17,"","","AM_Adapter:O.Data[1].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_18,"","","AM_Adapter:O.Data[2].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_19,"","","AM_Adapter:O.Data[2].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_20,"","","AM_Adapter:O.Data[2].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_21,"","","AM_Adapter:O.Data[2].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_22,"","","AM_Adapter:O.Data[2].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_23,"","","AM_Adapter:O.Data[2].5","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_24,"","","AM_Adapter:O.Data[2].6","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_25,"","","AM_Adapter:O.Data[2].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_26,"","","AM_Adapter:O.Data[2].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_27,"","","AM_Adapter:O.Data[7].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_27_FWD,"","","AM_Adapter:O.Data[2].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_27_REV,"","","AM_Adapter:O.Data[2].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_28_FWD,"","","AM_Adapter:O.Data[2].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_28_REV,"","","AM_Adapter:O.Data[2].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_29_FWD,"","","AM_Adapter:O.Data[2].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_29_REV,"","","AM_Adapter:O.Data[2].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_30_FWD,"","","AM_Adapter:O.Data[2].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_30_REV,"","","AM_Adapter:O.Data[3].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_34,"","","AM_Adapter:O.Data[7].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_35,"","","AM_Adapter:O.Data[1].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_36,"","","AM_Adapter:O.Data[1].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_37,"","","AM_Adapter:O.Data[1].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_C_BM1_38,"","","AM_Adapter:O.Data[1].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_HSD_HSD_XO1_EXT,"","","AM_Adapter:O.Data[8].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_HSD_HSD_XO1_RET,"","","AM_Adapter:O.Data[8].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_HSD_HSD_XO2_EXT,"","","AM_Adapter:O.Data[8].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_HSD_HSD_XO2_RET,"","","AM_Adapter:O.Data[9].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_C2T_12,"","","AM_Adapter:O.Data[0].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_C2T_13,"","","AM_Adapter:O.Data[1].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_C2T_14,"","","AM_Adapter:O.Data[1].1","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_C2T_15,"","","AM_Adapter:O.Data[1].2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_C2T_16,"","","AM_Adapter:O.Data[1].3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_C2T_17,"","","AM_Adapter:O.Data[1].4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_CL1T_01,"","","AM_Adapter:O.Data[3].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_CL1T_02,"","","AM_Adapter:O.Data[3].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_CL1T_03,"","","AM_Adapter:O.Data[3].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_CL1T_04,"","","AM_Adapter:O.Data[3].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AM_O_M_CL1T_05,"","","AM_Adapter:O.Data[3].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
